"uri","label","type","unit","parent department","parent department > uri"
"http://reference.data.gov.uk/id/public-body/uk-border-agency","UK Border Agency",,"International Group Resources Management","Home Office","http://reference.data.gov.uk/id/department/ho"
"http://reference.data.gov.uk/id/public-body/uk-border-agency","UK Border Agency",,"Business Design and Development","Home Office","http://reference.data.gov.uk/id/department/ho"
"http://reference.data.gov.uk/id/public-body/uk-border-agency","UK Border Agency","Organization","Immigration and Asylum Biometrics System Programme (IABS)","Home Office","http://reference.data.gov.uk/id/department/ho"
"http://reference.data.gov.uk/id/public-body/uk-border-agency","UK Border Agency","Organization","Immigration Group London and South East","Home Office","http://reference.data.gov.uk/id/department/ho"
"http://reference.data.gov.uk/id/public-body/uk-border-agency","UK Border Agency","Organization","Immigration Group Wales and the South West","Home Office","http://reference.data.gov.uk/id/department/ho"
"http://reference.data.gov.uk/id/public-body/uk-border-agency","UK Border Agency","Organization","Immigration Group Regional Operations","Home Office","http://reference.data.gov.uk/id/department/ho"
"http://reference.data.gov.uk/id/public-body/uk-border-agency","UK Border Agency","Organization","Immigration Group Midlands and East of England","Home Office","http://reference.data.gov.uk/id/department/ho"
"http://reference.data.gov.uk/id/public-body/uk-border-agency","UK Border Agency","Organization","Criminality and Detention Group - Operations","Home Office","http://reference.data.gov.uk/id/department/ho"
"http://reference.data.gov.uk/id/public-body/uk-border-agency","UK Border Agency","Organization","Criminality and Detention Group - Crime Directorate","Home Office","http://reference.data.gov.uk/id/department/ho"
"http://reference.data.gov.uk/id/public-body/uk-border-agency","UK Border Agency","Organization","Intelligence Group Director's Office","Home Office","http://reference.data.gov.uk/id/department/ho"
"http://reference.data.gov.uk/id/public-body/uk-border-agency","UK Border Agency","Organization","International Group Liaison and Intelligence","Home Office","http://reference.data.gov.uk/id/department/ho"
"http://reference.data.gov.uk/id/public-body/uk-border-agency","UK Border Agency","Organization","Finance and Performance","Home Office","http://reference.data.gov.uk/id/department/ho"
"http://reference.data.gov.uk/id/public-body/uk-border-agency","UK Border Agency","Organization","Performance and Change","Home Office","http://reference.data.gov.uk/id/department/ho"
"http://reference.data.gov.uk/id/public-body/uk-border-agency","UK Border Agency","Organization","Commercial","Home Office","http://reference.data.gov.uk/id/department/ho"
"http://reference.data.gov.uk/id/public-body/uk-border-agency","UK Border Agency","Organization","Immigration Group London Area","Home Office","http://reference.data.gov.uk/id/department/ho"
"http://reference.data.gov.uk/id/public-body/uk-border-agency","UK Border Agency","Organization","Immigration Group North West","Home Office","http://reference.data.gov.uk/id/department/ho"
"http://reference.data.gov.uk/id/public-body/uk-border-agency","UK Border Agency","Organization","Criminal Detention Group","Home Office","http://reference.data.gov.uk/id/department/ho"
"http://reference.data.gov.uk/id/public-body/uk-border-agency","UK Border Agency","Organization","Intelligence Directorate","Home Office","http://reference.data.gov.uk/id/department/ho"
"http://reference.data.gov.uk/id/public-body/uk-border-agency","UK Border Agency","Organization","Finance & Property","Home Office","http://reference.data.gov.uk/id/department/ho"
"http://reference.data.gov.uk/id/public-body/uk-border-agency","UK Border Agency","Organization","Immigration Group South East Area","Home Office","http://reference.data.gov.uk/id/department/ho"
"http://reference.data.gov.uk/id/public-body/uk-border-agency","UK Border Agency","Organization","Immigration Group Enterprise","Home Office","http://reference.data.gov.uk/id/department/ho"
"http://reference.data.gov.uk/id/public-body/uk-border-agency","UK Border Agency","Organization","Olympic Programme","Home Office","http://reference.data.gov.uk/id/department/ho"
"http://reference.data.gov.uk/id/public-body/uk-border-agency","UK Border Agency","Organization","Border Force South Region and European Operations","Home Office","http://reference.data.gov.uk/id/department/ho"
"http://reference.data.gov.uk/id/public-body/uk-border-agency","UK Border Agency","Organization","Immigration Group Appeals and Litigation","Home Office","http://reference.data.gov.uk/id/department/ho"
"http://reference.data.gov.uk/id/public-body/uk-border-agency","UK Border Agency","Organization","People and Organisational Development","Home Office","http://reference.data.gov.uk/id/department/ho"
"http://reference.data.gov.uk/id/public-body/uk-border-agency","UK Border Agency","Organization","Security and Anti-Corruption Unit","Home Office","http://reference.data.gov.uk/id/department/ho"
"http://reference.data.gov.uk/id/public-body/uk-border-agency","UK Border Agency","Organization","Director International Group Office","Home Office","http://reference.data.gov.uk/id/department/ho"
"http://reference.data.gov.uk/id/public-body/uk-border-agency","UK Border Agency","Organization","International Group Gulf Region","Home Office","http://reference.data.gov.uk/id/department/ho"
"http://reference.data.gov.uk/id/public-body/uk-border-agency","UK Border Agency","Organization","International Group Asia Pacific Region","Home Office","http://reference.data.gov.uk/id/department/ho"
"http://reference.data.gov.uk/id/public-body/uk-border-agency","UK Border Agency","Organization","Identity Management","Home Office","http://reference.data.gov.uk/id/department/ho"
"http://reference.data.gov.uk/id/public-body/uk-border-agency","UK Border Agency","Organization","Immigration Group","Home Office","http://reference.data.gov.uk/id/department/ho"
"http://reference.data.gov.uk/id/public-body/uk-border-agency","UK Border Agency","Organization","Complaints Improvement Directorate","Home Office","http://reference.data.gov.uk/id/department/ho"
"http://reference.data.gov.uk/id/public-body/uk-border-agency","UK Border Agency","Organization","Human Resources and Organisational Development","Home Office","http://reference.data.gov.uk/id/department/ho"
"http://reference.data.gov.uk/id/public-body/uk-border-agency","UK Border Agency","Organization","Criminal Detention Group Private Office","Home Office","http://reference.data.gov.uk/id/department/ho"
"http://reference.data.gov.uk/id/public-body/uk-border-agency","UK Border Agency","Organization","Counter Terrorism and Organised Crime","Home Office","http://reference.data.gov.uk/id/department/ho"
"http://reference.data.gov.uk/id/public-body/uk-border-agency","UK Border Agency","Organization","International Group Americas","Home Office","http://reference.data.gov.uk/id/department/ho"
"http://reference.data.gov.uk/id/public-body/uk-border-agency","UK Border Agency","Organization","Immigration Group Finance and Business Strategy","Home Office","http://reference.data.gov.uk/id/department/ho"
"http://reference.data.gov.uk/id/public-body/uk-border-agency","UK Border Agency","Organization","Communications Directorate","Home Office","http://reference.data.gov.uk/id/department/ho"
"http://reference.data.gov.uk/id/public-body/uk-border-agency","UK Border Agency","Organization","Border Force e-borders","Home Office","http://reference.data.gov.uk/id/department/ho"
"http://reference.data.gov.uk/id/public-body/uk-border-agency","UK Border Agency","Organization","Human Resources","Home Office","http://reference.data.gov.uk/id/department/ho"
"http://reference.data.gov.uk/id/public-body/uk-border-agency","UK Border Agency","Organization","Special Cases Directorate","Home Office","http://reference.data.gov.uk/id/department/ho"
"http://reference.data.gov.uk/id/public-body/uk-border-agency","UK Border Agency","Organization","International Group South Asia Region","Home Office","http://reference.data.gov.uk/id/department/ho"
"http://reference.data.gov.uk/id/public-body/uk-border-agency","UK Border Agency","Organization","International Group Africa","Home Office","http://reference.data.gov.uk/id/department/ho"
