"uri","label","type","unit","parent department","parent department > uri"
"http://reference.data.gov.uk/id/public-body/criminal-injuries-compensation-authority","Criminal Injuries Compensation Authority",,"CICA","Ministry of Justice","http://reference.data.gov.uk/id/department/justice"
"http://reference.data.gov.uk/id/public-body/criminal-injuries-compensation-authority","Criminal Injuries Compensation Authority",,"CICA","Ministry of Justice","http://reference.data.gov.uk/id/department/justice"
