"uri","label","type","unit","parent department","parent department > uri"
"http://reference.data.gov.uk/id/public-body/west-northamptonshire-development-corporation","West Northamptonshire Development Corporation",,"Regeneration and Development","Department for Communities and Local Government","http://reference.data.gov.uk/id/department/dclg"
"http://reference.data.gov.uk/id/public-body/west-northamptonshire-development-corporation","West Northamptonshire Development Corporation",,"Planning Services","Department for Communities and Local Government","http://reference.data.gov.uk/id/department/dclg"
"http://reference.data.gov.uk/id/public-body/west-northamptonshire-development-corporation","West Northamptonshire Development Corporation","Organization","Operations","Department for Communities and Local Government","http://reference.data.gov.uk/id/department/dclg"
