"uri","label","type","unit","parent department","parent department > uri"
"http://reference.data.gov.uk/id/public-body/dvla","DVLA",,"Operations","Department for Transport","http://reference.data.gov.uk/id/department/dft"
"http://reference.data.gov.uk/id/public-body/dvla","DVLA",,"Information Systems","Department for Transport","http://reference.data.gov.uk/id/department/dft"
"http://reference.data.gov.uk/id/public-body/dvla","DVLA","Organization","Procurement","Department for Transport","http://reference.data.gov.uk/id/department/dft"
"http://reference.data.gov.uk/id/public-body/dvla","DVLA","Organization","Corporate Affairs","Department for Transport","http://reference.data.gov.uk/id/department/dft"
"http://reference.data.gov.uk/id/public-body/dvla","DVLA","Organization","Human Resources","Department for Transport","http://reference.data.gov.uk/id/department/dft"
"http://reference.data.gov.uk/id/public-body/dvla","DVLA","Organization","e-services & Enforcement","Department for Transport","http://reference.data.gov.uk/id/department/dft"
"http://reference.data.gov.uk/id/public-body/dvla","DVLA","Organization","Chief Executive","Department for Transport","http://reference.data.gov.uk/id/department/dft"
"http://reference.data.gov.uk/id/public-body/dvla","DVLA","Organization","Estates & Corporate Services","Department for Transport","http://reference.data.gov.uk/id/department/dft"
"http://reference.data.gov.uk/id/public-body/dvla","DVLA","Organization","Finance","Department for Transport","http://reference.data.gov.uk/id/department/dft"
"http://reference.data.gov.uk/id/public-body/dvla","DVLA","Organization","Audit","Department for Transport","http://reference.data.gov.uk/id/department/dft"
