"uri","label","type","unit","parent department","parent department > uri"
"http://reference.data.gov.uk/id/public-body/the-pensions-advisory-service","The Pensions Advisory Service",,"Policy & Technical Development","Department for Work and Pensions","http://reference.data.gov.uk/id/department/dwp"
"http://reference.data.gov.uk/id/public-body/the-pensions-advisory-service","The Pensions Advisory Service",,"Information & Guidance","Department for Work and Pensions","http://reference.data.gov.uk/id/department/dwp"
"http://reference.data.gov.uk/id/public-body/the-pensions-advisory-service","The Pensions Advisory Service","Organization","Corporate Services","Department for Work and Pensions","http://reference.data.gov.uk/id/department/dwp"
"http://reference.data.gov.uk/id/public-body/the-pensions-advisory-service","The Pensions Advisory Service","Organization","Dispute Resolution","Department for Work and Pensions","http://reference.data.gov.uk/id/department/dwp"
