"uri","label","type","unit","parent department","parent department > uri"
"http://reference.data.gov.uk/id/public-body/foreign-and-commonwealth-office","Foreign and Commonwealth office",,"Prosperity Directorate","fco","http://reference.data.gov.uk/id/department/fco"
"http://reference.data.gov.uk/id/public-body/foreign-and-commonwealth-office","Foreign and Commonwealth office",,"Africa Directorate","fco","http://reference.data.gov.uk/id/department/fco"
"http://reference.data.gov.uk/id/public-body/foreign-and-commonwealth-office","Foreign and Commonwealth office","Organization","International Institutions Directorate","fco","http://reference.data.gov.uk/id/department/fco"
"http://reference.data.gov.uk/id/public-body/foreign-and-commonwealth-office","Foreign and Commonwealth office","Organization","Defence and Inernational Security Directorate","fco","http://reference.data.gov.uk/id/department/fco"
"http://reference.data.gov.uk/id/public-body/foreign-and-commonwealth-office","Foreign and Commonwealth office","Organization","Corporate Services Directorate","fco","http://reference.data.gov.uk/id/department/fco"
"http://reference.data.gov.uk/id/public-body/foreign-and-commonwealth-office","Foreign and Commonwealth office","Organization","Communications Directorate","fco","http://reference.data.gov.uk/id/department/fco"
"http://reference.data.gov.uk/id/public-body/foreign-and-commonwealth-office","Foreign and Commonwealth office","Organization","Middle East & North Africa Directorate","fco","http://reference.data.gov.uk/id/department/fco"
"http://reference.data.gov.uk/id/public-body/foreign-and-commonwealth-office","Foreign and Commonwealth office","Organization","Europe Directorate","fco","http://reference.data.gov.uk/id/department/fco"
"http://reference.data.gov.uk/id/public-body/foreign-and-commonwealth-office","Foreign and Commonwealth office","Organization","DG Europe and Globalisation support and Resource Management Unit","fco","http://reference.data.gov.uk/id/department/fco"
"http://reference.data.gov.uk/id/public-body/foreign-and-commonwealth-office","Foreign and Commonwealth office","Organization","South Asia & Afghanistan Directorate","fco","http://reference.data.gov.uk/id/department/fco"
"http://reference.data.gov.uk/id/public-body/foreign-and-commonwealth-office","Foreign and Commonwealth office","Organization","National Security Directorate","fco","http://reference.data.gov.uk/id/department/fco"
"http://reference.data.gov.uk/id/public-body/foreign-and-commonwealth-office","Foreign and Commonwealth office","Organization","Americas Directorate","fco","http://reference.data.gov.uk/id/department/fco"
"http://reference.data.gov.uk/id/public-body/foreign-and-commonwealth-office","Foreign and Commonwealth office","Organization","Overseas Territories Directorate","fco","http://reference.data.gov.uk/id/department/fco"
"http://reference.data.gov.uk/id/public-body/foreign-and-commonwealth-office","Foreign and Commonwealth office","Organization","Information & Technology Directorate","fco","http://reference.data.gov.uk/id/department/fco"
"http://reference.data.gov.uk/id/public-body/foreign-and-commonwealth-office","Foreign and Commonwealth office","Organization","Strategy","fco","http://reference.data.gov.uk/id/department/fco"
"http://reference.data.gov.uk/id/public-body/foreign-and-commonwealth-office","Foreign and Commonwealth office","Organization","Central Units","fco","http://reference.data.gov.uk/id/department/fco"
"http://reference.data.gov.uk/id/public-body/foreign-and-commonwealth-office","Foreign and Commonwealth office","Organization","Eastern Europe and Central Asia Directorate","fco","http://reference.data.gov.uk/id/department/fco"
"http://reference.data.gov.uk/id/public-body/foreign-and-commonwealth-office","Foreign and Commonwealth office","Organization","Consular Directorate","fco","http://reference.data.gov.uk/id/department/fco"
"http://reference.data.gov.uk/id/public-body/foreign-and-commonwealth-office","Foreign and Commonwealth office","Organization","Migration Directorate","fco","http://reference.data.gov.uk/id/department/fco"
"http://reference.data.gov.uk/id/public-body/foreign-and-commonwealth-office","Foreign and Commonwealth office","Organization","Protocol Directorate","fco","http://reference.data.gov.uk/id/department/fco"
"http://reference.data.gov.uk/id/public-body/foreign-and-commonwealth-office","Foreign and Commonwealth office","Organization","DG Operations support, Resource Management Unit and corporate positions","fco","http://reference.data.gov.uk/id/department/fco"
"http://reference.data.gov.uk/id/public-body/foreign-and-commonwealth-office","Foreign and Commonwealth office","Organization","UK Trade & Investment","fco","http://reference.data.gov.uk/id/department/fco"
"http://reference.data.gov.uk/id/public-body/foreign-and-commonwealth-office","Foreign and Commonwealth office","Organization","Economics Directorate","fco","http://reference.data.gov.uk/id/department/fco"
"http://reference.data.gov.uk/id/public-body/foreign-and-commonwealth-office","Foreign and Commonwealth office","Organization","DG Defence & Intelligence support and Resource Management Unit","fco","http://reference.data.gov.uk/id/department/fco"
"http://reference.data.gov.uk/id/public-body/foreign-and-commonwealth-office","Foreign and Commonwealth office","Organization","Estates & Security Directorate","fco","http://reference.data.gov.uk/id/department/fco"
"http://reference.data.gov.uk/id/public-body/foreign-and-commonwealth-office","Foreign and Commonwealth office","Organization","Legal Advisers","fco","http://reference.data.gov.uk/id/department/fco"
"http://reference.data.gov.uk/id/public-body/foreign-and-commonwealth-office","Foreign and Commonwealth office","Organization","DG Political support and Resouce Management Unit","fco","http://reference.data.gov.uk/id/department/fco"
"http://reference.data.gov.uk/id/public-body/foreign-and-commonwealth-office","Foreign and Commonwealth office","Organization","Asia Pacific Directorate","fco","http://reference.data.gov.uk/id/department/fco"
"http://reference.data.gov.uk/id/public-body/foreign-and-commonwealth-office","Foreign and Commonwealth office","Organization","Human Resources Directorate","fco","http://reference.data.gov.uk/id/department/fco"
"http://reference.data.gov.uk/id/public-body/foreign-and-commonwealth-office","Foreign and Commonwealth office","Organization","Finance Directorate","fco","http://reference.data.gov.uk/id/department/fco"
