"uri","label","type","unit"
"http://reference.data.gov.uk/id/department/oags","Office of the Advocate General for Scotland",,"Office of the Advocate General for Scotland"
"http://reference.data.gov.uk/id/department/oags","Office of the Advocate General for Scotland",,"Office of the Advocate General for Scotland"
"http://reference.data.gov.uk/id/department/oags","Office of the Advocate General for Scotland",,"Office of the Advocate General for Scotland"
